CLGT437	זה ברד בטעם תות.	It's a strawberry snow cone.	
CLGT438	זו קשת יפיפיה של טעמים וצבעים, בתוספת פלפל חריף.	It's a beautiful rainbow of flavor and color, topped with pepper.	
CLGT439	זה ברד בצבעי הקשת.	It's a rainbow snow cone.	
CLGT440	זה ברד מגעיל, בתוספת...	It's a disgusting snow cone, topped with...	
CLGT441	...ופלפל טחון טרי.	...and fresh ground pepper.	
CLGT442	...ובחיי שהוא נראה טוב!	...and boy does it look good!	
CLNZ443	פלפלייה	pepper mill	
CLGT444	זו פלפלייה גדולה.	It's a big pepper mill.	
CLGT445	זה לא צריך עוד תיבול.	This does not need more seasoning.	
CLGT446	אני לא רוצה לבזבז את זה.	I don't want to waste it.	
CLNZ447	ברד	snowcone	
CLGT448	ממממ. פלפליות טעימה.	Mmmm. Peppery goodness.	
CLNN449	ברד מגעיל	disgusting snowcone	
CLGT450	דביק.	Pasty.	
CLNN451	ברד מגעיל	disgusting snowcone	
CLGT452	קרישי ושעועיתי.	Bean Curdy.	
CLNN453	ברד מגעיל	disgusting snowcone	
CLGT454	איייכס. שעיר.	Eeeew. Hairy.	
CLNN455	ברד מגעיל	disgusting snowcone	
CLGT456	המרנג הזה נראה טעים.	That meringue looks tasty.	
CLGT457	אני מעדיף לשמור את הברד שלי.	I'd rather keep my snow cone.	
CLGT458	הברד הזה חסר תועלת כאן.	This snow cone is useless here.	
CLNZ459	שיער של כלב כמרת™.	Dinghy Dog™ hair	
CLGT460	זה נראה כמעט כמו שיער כלבים אמיתי.	It looks an awful lot like genuine dog hair.	
CLGT461	כמו שמן ומים.	Like oil and water.	
CLGT462	השיער חסר תועלת כאן.	The hair is useless here.	
CLNZ463	עוגן	anchor	
CLGT464	העוגן הזה נראה טוב, כבד ושימושי.	This anchor looks good, heavy, and useful.	
CLDD465	היי, אתה לא יכול פשוט לקחת את זה, ילד!	Hey, you can't just have that, kid!	
CLGT466	אני לא רוצה להכביד על זה.	I don't want to weigh that down.	
CLGT467	העוגן הזה יגרום לנזק.	This anchor would cause damage.	
CLNZ468	חרוט נייר רטוב	soggy paper cone	
CLGT469	זה כל מה שנותר מהברד שלי.	It's all that's left of my snow cone.	
CLGT470	במציצת גביע נייר רטוב אין אפילו חצי מהסיפוק של אכילת ברד.	Sucking on a soggy paper cone isn't half as satisfying as eating a snow cone.	
CLGT471	רך וספוגי.	Squishy.	
CLNZ472	עוגת מרנג	meringue pie	
CLGT473	אלו כמה חתיכות מרנג מהעוגה.	It's a bunch of bits of meringue from the pie.	
CLGT474	אני לא רוצה לאכול את זה לבד.	I don't want to eat this on its own.	
CLGT475	אני מעדיף לשמור את חתיכות העוגה להזדמנות טובה יותר.	I'd rather keep these pie bits for a better time.	
CLGT476	זה מרגיש טעים להפליא!	It feels delicious!	
CLNZ477	מונטי מרנג™	Monty Meringue™	
CLGT478	אני חייב לתהות אם הוא בכנות מרוצה מהעבודה שלו.	I have to wonder if he's genuinely content with this line of work.	
CLGT479	אני לא יכול לזרוק את זה כל כך רחוק.	I can't throw it that far.	
CLGT480	הוא פנטומימאי. הוא לא מדבר.	He's a mime. He doesn't talk.	
CLNZ481	שער	gate	
CLGT482	שער!	Gate!	
CLGT483	אני לא יכול ללכת לשם.	I can't go back there.	
CLGT484	אני פוחד פחד מוות מפנטומימאים.	I'm deathly afraid of mimes.	
CLNZ485	משקל	scale	
CLGT486	משקל קרנבלי מוצק מהסוג הישן והטוב.	Good old fashioned sturdy carnival scale.	
CLDD487	)היאק!( זה לא צעצוע, ילד קטן.	(Hyuk!) That's not a toy, little boy.	
CLGT488	כתוב שזה מאוד כבד.	It says it's very heavy.	
CLNZ489	כלב כמרת™	Dinghy Dog™	
CLGT490	יבאל'ה!	Yikes!	
CLGT491	הוא נראה הרבה פחות חמוד והרבה יותר ענקי ומבעית במציאות.	He looks a lot less cute and a lot more huge and terrifying in person.	
CLGT492	זה סמל חברה חביב.	It's an endearing corporate symbol.	
CLDD493	לא! )היאק!( המתקן הזה הוא רק לילדים גדולים!	Nope! (Hyuk!) That ride's just for bigger kids!	
CLNZ494	עכברוש רציף™	Wharf Rat™	
CLGT495	חמוד. עכברוש מסריח וענק בצורה מחרידה.	Cute. A grotesquely enormous, smelly rat.	
CLGT496	עדיף שלא. אני חושש שהוא יכסח אותי.	I'd better not. I think he could take me.	
CLWR497	כן, ילד? מה אתה מצפה שאעשה עם זה?	Yeah, kid? What do you expect me to do with that?	
CLGT498	כלום. לא משנה.	Nothing. Never mind.	
CLWR499	כן, זה צעצוע ממש נחמד, ילד. )צחוק( עכשיו תתחפף.	Yeah, that's a real nice toy, kid. (Laugh) Now beat it.	
CLNZ500	ערימת עוגות מרנג	stack of meringue pies	
CLGT501	זו ערימה ענקית של עוגות מרנג!	It's a huge stack of meringue pies!	
CLNZ502	תותח	cannon	
CLGT503	זה התותח שבו הם משתמשים כדי לשגר עוגות לעבר הליצן.	It's the cannon they use to launch pies at the clown.	
CLWR504	תרחיק את הפה שלך מהתותח, ילד. זה מסוכן.	Get your mouth away from that cannon, kid. It's dangerous.	
CLNZ505	חור	hole	
CLGT506	אני לא צריך שיתעללו בי עוד.	I don't need any more abuse.	
CLNZ507	מוכר סודה	soda jerk	
CLGT508	כבר יש לי ברד טעים מוכן לאכילה!	I've already got a yummy snow cone to eat!	
CLNZ509	שלט	sign	
CLGT510	'עליך להיות לפחות בגובה הזה כדי לעלות על רכבת ההרים'.	You must be as tall as my hand to ride the roller coaster'	
CLNZ511	שלט	sign	
CLGT512	רכבת הרים הר הקופים'	Monkey Mountain Roller Coaster'	
CLGT513	לשם לה צ'אק לקח את אילנה!	That's where LeChuck was taking Elaine!	
CLGT514	אני חייב להיכנס לשם!	I've got to get in there!	
CLNZ515	מורי	Murray	
CLGT516	מורי...	Murray...	
CLMR517	אני לא מדבר איתך.	I'm not speaking to you.	
CLMR518	איך יכולת לבחור את העוגן הזה על פני חברך הטוב ביותר?	How could you pick that anchor over your best friend?	
CLGT519	זה מורי.	It's Murray.	
CLGT520	אני מחבב אותו, אבל זה נעשה מגוחך.	I like the guy, but this is getting ridiculous.	
CLNZ521	ארנב הברחות	Smuggle Bunny	
CLGT522	מתוק.	Adorable.	
CLDD523	זה לא בחינם! >היאק!<	That's not for free! <Hyuk!>	
CLDD524	אתה חייב לזכות בזה!	You've got to win it!	
CYMR301	היי..היי ברנשצבע...	Hey... Hey Guybrush...	
CYMR302	נראה שיש הרבה שלדים כאן.	There sure are a lot of skeletons in here.	
CYGT303	אוי-לא.	Uh-oh.	
CYMR304	מהר, הורד את הראש לאחד ותקע אותי על עמוד השדרה שלו!	Quick, pull the head off one and stick me on top of the spine!	
CYGT305	אני לא חושב שאני מעוניין שתוכל להסתובב בחופשיות, מורי.	I don't think I want you walking around freely, Murray.	
CYMR306	אוי, בבקשה!	Oh, please!	
CYGT307	אני מסתלק מכאן.	I'm getting out of here.	
CYGT308	טוב מורי, אתה מוכן להמשיך בהרפתקה הראשית שלנו?	Well Murray, are you ready to continue our heady adventuring?	
CYGT309	מורי?	Murray?	
CYGT310	לאן הוא הלך?	Where'd he go?	
CYGT311	'מילר השתיין'	Miller the Sot'	
CYGT312	'כאן שוכן מילר הבא בימים.'	Here lies old Miller.'	
CYGT313	'שיאו כבר מאחוריו.'	He's far past his prime.'	
CYGT314	'הוא שתה קוטל עשבים.'	He drank some weed killer...'	
CYGT315	'...עם קישוט ליים עליו.'	...with a half-twist of lime.'	
CYNZ316	קבר	tomb	
CYGT317	'מגורים מוניציפליים מטעם אי הדמים עבור המנוחים'	`Blood Island Municipal Housing for the Deceased`	
CYGT318	זה נעול.	It's locked.	
CYNZ319	קבר	crypt	
CYGT320	'קבר משפחת מרקטוב'	`The Goodsoup Family Crypt`	
CYGT321	הוא נעול.	It's locked.	
CYNZ322	שלט	sign	
CYGT323	'סטאן השקעות'	Mutual of Stan'	
CYNZ324	שלט	sign	
CYGT325	'פתוח'	`Open`	
CYNZ326	מצבה	tombstone	
CYGT327	אני לא משחית.	I'm no vandal.	
CYNZ328	לוחית	plaque	
CYGT329	כתוב שם 'טקס ונצ'ור'.	It says 'Tex Venture.'	
CYNZ330	מצבה	tombstone	
CYGT331	'שם המותג שלך כאן'	Your company name here.'	
CYNZ332	צוהר	skylight	
CYGT333	יש צוהר על גג הקבר ההוא.	There's a skylight on the roof of that tomb.	
CYGT334	לעולם לא אצליח לטפס לשם.	I'd never be able to climb up there.	
CYNZ335	לוחית	plaque	
CYGT336	'עפר חופשי'.	Free dirt.'	
C2GT301	ובכן, יש לי צוות, מפה, ספינה, וסוף סוף את אילנה בחזרה...	Well, I've got a crew, a map, a ship, and finally got Elaine back...	
C2GT302	...אז מה דעתכם על להפליג לעבר אי הדמים!	...So what say we head on to Blood Island!	
C2GT303	מה אתם אומרים, חבר'ה?	How about it, guys?	
C2GT304	בואו נפליג לעבר אי הדמים!	Let's get moving towards Blood Island!	
C2GT305	בואו נצא לדרכנו ונמצא את העושר שלנו!	Let's head on out and find our fortune!	
C2GT306	חבר'ה?	Guys?	
C2GT307	זה עשוי להיות יותר קשה ממה שתיארתי לעצמי.	This might be more difficult than I first imagined.	
C3HM301	ארררר! הים.	Arrgh! The sea.	
C3BL302	איי, הים.	Aye, the sea.	
C3VH303	גורם לך לשמוח שאתה בחיים!	Makes you glad to be alive!	
C3GT304	אני חושב שהספינה הזאת עוקבת אחרינו.	I think that ship is following us.	
C3BL305	לחוש את הרסס המלוח!	Feel that salty spray!	
C3HM306	אור השמש מהמפרץ לו זורח!	The sunlight sparkling off the bay!	
C3VH307	איזה יום מרהיב, סחוף רוח!	What a glorious, sea-faring day!	
C3GT308	זאת ספינת פיראטים!	It's a pirate ship!	
C3GT309	אנחנו חייבים לברוח מפניה!	We've got to outrun her!	
C3GT310	בסדר, גברים!	All right, men!	
C3GT311	אתם איתי!	Are you with me!	
C3BL312	היי!	Hey!	
C3BL313	תראו חבר'ה!	Look guys!	
C3BL314	לווייתן!	A whale!	
C3HM315	איפה?	Where?	
C3VH316	איפה?	Where?	
C3GT317	הספינה הזאת מדביקה אותנו.	That ship is gaining on us.	
C3GT318	ביל משסף הגרונות!	Cutthroat Bill!	
C3GT319	הכן את המפרשים!	Rig the topsail!	
C3VH320	זה באמת לווייתן?	Is that a Right whale?	
C3HM321	לא לא, חבר.	No no, lad.	
C3GT322	הם עולים עלינו!	They're boarding us!	
C3GT323	צוות!	Crew!	
C3GT324	תעזרו לי כאן!	Help me out here!	
C3BL325	הוא בהחלט שייך לסדרת לווייתני המזיפות, בכל אופן.	It is a member of the cetus suborder mysticeti, though.	
C3VH326	אני חושב שאתה צודק.	I think you're right.	
C3RH327	יפה, יפה...	Well, well...	
C3GT328	רוטינגהם! אז זה אתה!	Rottingham! So it's you!	
C3GT329	מה אתה רוצה, חוץ מפאה טובה?	What do you want, other than a good toupee?	
C3RH330	באתי לקחת את המפה שלך לאי הדמים האגדי.	I've come for your map to the fabled Blood Island.	
C3RH331	ואז אמצא את היהלום שהזכרת.	Then I'll find the diamond you mentioned.	
C3RH332	הוא יוכל לשמש כמשקולת מצוינת עבור הספר שלי.	It will make a fine paperweight for my escritoire.	
C3VH333	הוווו! תראו!	Ooooh! Look!	
C3VH334	הוא קופץ!	It's breaching!	
C3BL335	הוווווו!	Oooooh!	
C3HM336	אה!	Ah!	
C3GT337	תראה קירח, לעולם לא אתן לך את המפה הזאת!	Look baldy, I'll never give you that map!	
C3GT338	אני זקוק לה כדי להציל את אילנה!	I need it to save Elaine!	
C3RH339	אז איאלץ לקחת אותה ממך בכוח!	Then I'll have to take it from you by force!	
C3VH340	הלווייתן הזה כנראה בגודל שלושים נקודה חמש מטר (מאה רגל)...	That whale must be thirty point five meters (one hundred feet)...	
C3VH341	...ושוקל מאתיים טונות.	...and weigh two-hundred metric tons.	
C3RH342	אתה יודע, כמובן...	You know, of course...	
C3RH343	...שבקרב חרבות, לשון חדה חשובה הרבה יותר מחרב חדה.	...in a swordfight, a sharp wit is much more important than a sharp blade.	
C3GT344	כמובן!	Of course!	
C3GT345	כולם יודעים את זה, ראש ביצה!	Everybody knows that, chrome dome!	
C3GT346	בוא נגמור עם זה.	Let's get this over with.	
C3RH347	כל אויב שפגשתי אבד ונשמד!	Every enemy I've met, I've annihilated!	
C3GT348	אה, כן!	Oh, yeah!	
C3GT349	טוב...	Well...	
C3GT350	אתה נלחם כמו פרה!	You fight like a cow!	
C3RH351	לא, לא, לא, לא.	No, no, no, no.	
C3RH352	זה לא נכון בכלל.	That's not right at all.	
C3GT353	מה?	What?	
C3RH354	בים אנחנו נלחמים מעט שונה.	On the sea we fight it a little differently.	
C3RH355	בים, כל העלבונות והאיומים שלך צריכים להיות...	On the sea, all your insults and threats have to...	
C3RH356	...בחרוזים.	...RHYME.	
C3GT357	מה!?	What!?	
C3RH358	כשאני אומר, 'כל אויב שפגשתי אבד ונשמד!'...	So when I say, 'Every enemy I've met, I've annihilated!'...	
C3RH359	...אתה אומר...	...you say...	
C3GT360	פעם מצאתי קצת זהב אבל הוא היה רק ציפוי.	I once found some gold but it was just electroplated.	
C3RH361	לא! אתה אומר, 'עם הבל פיך, אני בטוח שכולם נחנקו מייד'.	No! You say, 'With your breath, I'm sure they all suffocated.'	
C3RH362	בוא ננסה זאת שוב, בסדר?	Let's try that again, shall we?	
C3RH363	אתה דוחה כמו קוף בחלוק מלתחה.	You're as repulsive as a monkey in a negligee.	
C3GT364	אההה.	Uhhh.	
C3RH365	אני מחכה!	I'm waiting!	
C3GT366	אני...אני...	I...I...	
C3RH367	בדיוק כמו שחשבתי.	Just as I thought.	
C3RH368	אתה חובבן בחרבות.	You're an amateur with a sword.	
C3RH369	תן לי את המפה!	Give me that map!	
C3GT370	אה... הנה! קח אותה!	Uh...here! Take it!	
C3RH371	זאת המפה שלך? אייייי!	That's your map? Eeeeew!	
C3RH372	ברגע שאסיים לשדוד באזור הזה, אני זז לאי הדמים!	As soon as I'm through pirating these waters, it's off to Blood Island!	
C3RH373	עד שניפגש שוב, מיסיה כפידבק.	Until we meet again, M. Tweephood.	
C3GT374	אני חייב להשיג את המפה הזו בחזרה אחרת לעולם לא נמצא את אי הדמים.	I've got to get that map back or we'll never find Blood Island.	
C4GT301	ווהו!	Whew!	
C4GT302	אני משער שאיבדתי את ההכרה לשנייה.	I guess I blacked out for a second.	
C4GT303	איפה אילנה?	Where's Elaine?	
C4HM304	היא קצת עפה לכיוון היער כשהתנגשנו.	She flew a wee bit into the woods when we crashed.	
C4GT305	אז בוא נצא לדרך!	Then let's get going!	
C4GT306	אנחנו נמצא אותה ואז נסרוק את העיר בחיפוש אחר טבעת היהלום הלא-מקוללת שתשיב אותה לקדמותה.	We'll find her then scour the island for the uncursed diamond ring that will transform her back to normal.	
C4HM307	אני לא חושב שנעשה זאת, בחור.	I don't be thinkin' we will, lad.	
C4GT308	למה 'תה מתכוון... כלומר... למה אתה מתכוון, האגיס?	What do ye mean...I mean...What do you mean, Haggis?	
C4HM309	זה מרד, קפ'ן. אנחנו עוזבים אותך.	This be a mutiny, Cap'n. We're leavin' ya.	
C4GT310	האם ציינתי שאני מציע לצוות שלי תכנית פנסיה אטרקטיבית ביותר?	Did I mention that I'm offering my crew a very attractive pension plan?	
C4HM311	כן, ציינת. וגם את האופציה למניות. אבל אנחנו בכל זאת עוזבים.	Aye, ya did. And the stock options. But we're still leavin'.	
C4GT312	אבל למה, האגיס? למה?	But why, Haggis? Why?	
C4HM313	טוב, אני מודה שלהיות צוות הפיראטים שלך היה תענוג אמיתי. תענוג אמיתי.	Well, I admit bein' yer pirate crew has been a real pleasure. A real pleasure.	
C4HM314	אבל הפכנו לקצרי רוח.	But we've grown restless.	
C4HM315	אנו יכולים לשמוע את קולה של הסירנה קוראת לנו והיא אומרת שהיא רוצה שנעצב לה את השיער!	We can hear the voice o' the siren callin' ta us and she says she be wantin' us to do her hair!	
C4GT316	אתם חוזרים להיות ספרים?	You're going back to being barbers?	
C4HM317	איי. נפליג לעבר אי הביזה ברגע שנצליח לתקן את הספינה.	Aye. We'll be sailin' back to Plunder Island just as soon as we can fix the ship.	
C4HM318	בהצלחה, קפ'ן מיץ-טבע. היה תענוג לשדוד איתך.	Good luck, Cap'n Driftwood. It were a pleasure ta be lootin' with ya.	
C4GT319	אני מניח שאני שוב לבדי.	I guess I'm on my own again.	
CIGT301	כתוב כאן, 'שאל אותי על גרים פנדנגו.'	It says, `Ask Me About Grim Fandango.`	
CIBB302	חכה רגע אחד!	Wait one second!	
CIBB303	שן הזהב שלי אצלך?	Do ya have me gold tooth?	
CIGT304	המ... לא?	Um... no?	
CIBB305	תן לי לראות.	Let me see.	
CIBB306	היא לא אצלך!	Ye don't have it!	
CIBB307	לעזאזל. אני אצטרך להזמין שן חדשה.	Darn. I'll have to order a new one.	
CIGT308	מעניין איפה השן הזאת נפלה.	I wonder where that tooth fell.	
CIGT309	אתם יודעים, אני בטוח שאוכל לשתות יותר מכל האנשים האלה בלגימה אחת.	You know, I bet I could chug all these guys in one gulp.	
CIGT310	על הרצפה ותנו לי עשרים, רימות שכמותכן!	Drop and give me twenty, YOU MAGGOTS!	
CIGT311	ממממממ....רימתי.	Mmmmmm... maggoty.	
CIGT312	איכככ!	Eeeew!	
CIGT313	הביסקוויט הזה מלא ב... רימות!	This biscuit is full of... maggots!	
CIBB314	איי! חה-חה! זהו הרכיב הייחודי שלי!	Aye! Ha-Ha! That's me special ingredient!	
CIBB315	מוסיף בדיוק את המינון הנכון של טעם אקזוטי!	Adds just the right amount of exotic flavor!	
CIBB316	זה דבר טוב, בנוסף, כי אני לא יכול להרחיק אותם מהאוכל כאן.	It's a good thing, too, 'cause I can't keep 'em out of the food around here.	
CIBB317	יש לך הזמנה?	Do ya have a reservation?	
CISO318	כמובן שיש לי הזמנה!	Of course I have a reservation!	
CISO319	אה...לא.	Uh...No.	
CIBB320	אז בוא נראה את פתק ההזמנה שלך!	Then let's see your reservation slip!	
CIBB321	אין פתק הזמנה, הא?	No reservation slip, huh?	
CIBB322	אז החוצה איתך.	Then out you go.	
CIBB323	צריך לפנות מקום ללקוחות משלמים.	Gotta make way for paying customers.	
CIGT324	בסדר, בסדר! אני הולך.	All right, all right! I'm leaving.	
CIBB325	טוב מאוד.	Very good.	
CIBB326	אתה יכול למצוא לעצמך כיסא, מר...אה...	You may seat yourself, Mr...uh...	
CIBB327	...סלח לי...	...pardon me...	
CIBB328	...גברת בריינסטופ.	...Mrs. Brinestoop.	
CIBB329	יש לך הזמנ...	Do ya have a reserva...	
CIBB330	בשם אלוהים! זהו עוף השטן!	Madre de Dios! Es El Pollo Diablo!	
CISO331	מה?	Qué?	
CISO332	אה?	Huh?	
CISO333	כן! שחררתי את האסירים שלך לחופשי ועכשיו באתי לקחת אותך!	Yes! I have released your prisoners and now I've come for you!	
CISO334	סי! אה דג'דו אן ליברטד לוס פריסיונרוס י אהורה ונגו פור טי!	Si! He dejado en libertad los prisioneros y ahora vengo por ti!	
CIBB335	זה אל פויו דיאבלו! שד התרנגול הענק של פוארטו פויו!	It's El Pollo Diablo, the giant demon chicken of Puerto Pollo!	
CIBB336	לא הספיק לך לשחרר את כל התרנגולות שלי ולהבריח את כל הלקוחות שלי, נכון?	You weren't content just to release all my chickens and scare all my customers away, were you?	
CIGT337	אה, זה נכון.	Uh, that's right.	
CIBB338	ובכן, אתה לא לוקח אותי ללא קרב!	Well, you're not taking me without a fight!	
CIPN339	בשלב זה, בלונד-זקן מכה בראשו של ברנשצבע וגורם לו לאבד את ההכרה.	At this point, Blondebeard hits Guybrush over the head, rendering him unconscious.	
CIPN340	כיוון שאין לו זמן לנקות את ברנשצבע ולהכין אותו, הוא שם אותו בתוך דלי ענק...	Because he has no time to clean Guybrush and prepare him, he puts him in a large bucket...	
CIPN341	...ושולח אותו לספינתו של לה צ'ימפ.	...and delivers him to LeChimp's ship.	
CIGT342	דלי-של-שלל	Bucket-O-Booty:	
CIGT343	דלי בגודל קפטן מלא עיניים, מקורים וטופרים.	A Captain-sized bucket of eyes, beaks, and talons.	
CIGT344	דלי האדמירל:	The Admiral's Bucket:	
CIGT345	רק החלקים החשובים ביותר של'תרנגולת...	Only the most important parts o' chicken...	
CIGT346	...חלקי הפנים, מטוגנים לגוון חום-זהוב.	...the insides, fried golden brown.	
CIGT347	דלי הפיראט הרוקד:	The Swingin' Pirate Bucket:	המתנדנד?
CIGT348	דלי שלם של צווארי תרנוגולות ארוכים.	A whole bucket o' long chicken necks.	
CIGT349	דלי עוף ללא עור:	The Skinless Chicken Bucket:	
CIGT350	חנות העופות של בלונד-זקן גאה להגיש עוף ללא עור.	Blondebeard's Chicken Shoppe is proud to serve skinless chicken.	
CIGT351	אנחנו גאים להגיש גם את העור.	We're also proud to serve the skins.	
CIGT352	גרוג מסורתי:	Traditional Grog:	
CIGT353	מיוצר בשיטה המסורתית...	Brewed the old-fashioned way...	
CIGT354	השיטה הבלתי-הגיינית.	...the unsanitary way.	
CIGT355	סבא-רבא הזקן:	Old GrandPappy:	
CIGT356	מזוקקת מאנשים זקנים אמיתיים.	Made from actual distilled old men.	
CIGT357	גרוג בירת חיטה:	Heifer-Wizen Grog:	גרוג הייפר-וויזן
CIGT358	גרוג קליל יותר המזוקק מחיטה, אספסת ודגנים נוספים...	A lighter grog distilled from wheat, alfalfa, and other grains...	
CIGT359	...שעברו 'עיבוד' על ידי פרות חופש.	...which have been `processed' by free-range heifers.	משחק מילים
CIGT360	גרוג קיווי קאריבי:	Caribbean Kiwi Grog:	
CIGT361	משקה קאריבי צבעוני ופירותי.	A fruity, Caribbean splash of taste and color.	
CIGT362	סלט-העל של בלונד-זקן:	Blondebeard's Super Slaw:	
CIGT363	תערובת הבית של עלי עץ דקל ואצות ים.	Our own blend of shredded palm fronds and seaweed.	
CIGT364	פירה ה'תפודים' של בלונד-זקן	Blondebeard's Mashed `Taters':	
CIGT365	פירה של חיטין וקמח בשילוב חלב קוקוס.	Mashed chitin and flour mixed with coconut milk.	
CIGT366	אתה תאמר: 'אני לא מאמין שאלה לא תפוחי אדמה אמיתיים.'	You'll say, `I can't believe these aren't real potatoes.'	
CIGT367	רוטב שלל זהוב:	Golden Bounty Gravy:	
CIGT368	מיושן עד שלמות.	Aged to perfection.	
CIGT369	ביסקוויטים חמאתיים טעימים.	Tasty Buttery Biscuits.	
CIGT370	שומע...	Say...	
CIGT371	...אני חושב שאני רוצה לנסות אחד כזה!	...I think I'd like to try one of those!	
CIGT372	איכס...	Ick...	
CIGT373	...אני כבר יודע כל מה שצריך עליהם!	...I know all about those already!	
CIGT374	היי! אדוני.	Hey! Mister.	
CIGT375	אדוני, אתה מקשיב?	Mister, are you listening?	
CIGT376	אה!	Ah!	
CIGT377	הוא אחד מעדר השלדים של לה צ'אק!	It's one of LeChuck's skeletal horde!	
CIBB378	איי!	Aye!	
CIBB379	אני תיקנתי את הדוגית הקטנה האדומה שלו, כמו שצריך!	I fixed his little red dinghy, but good!	
CIGT380	ממממ. חייבים להשמיד את האל-מתים שמסתובבים בינינו שמא הרוע שלהם...	Mmmm. The undead that walk among us must surely be destroyed lest their evil like...	
CIGT381	...יציף ויזהם את עולם החיים.	...overrun and befoul the world of the living.	
CIBB382	איי.	Aye.	
CIBB383	והוא התלונן על העוף שלי.	And he complained about me chicken.	
CIGT384	הוי.	Oh.	
CISQ385	מלצר, מה עצם הרגל הזו עושה במרק שלי?	Waiter, what's this metatarsal doing in my soup?	אולי 'בוהן' או חלק אחר של כף הרגל?
CISQ386	אה, חשבון, בבקשה!	Uh, check, please!	
CIBB387	אה, המסטיק בטעם בשר נראה מאוד, מאוד מפתה.	Ah, that meat flavored gum be lookin' mighty, mighty temptin'.	
CIBB388	אבל כרגע יש לי חשק מטורף למשהו פריך.	But right now, I be havin' this insane cravin' fer somethin' crunchy.	
CIBB389	משהו לשבור עליו את השיניים ש'לי.	Somethin' ta crack m'teeth on.	
CIBB390	משהו פריך ומתפצפץ, כמו מנת הספיישל מעוררת התיאבון ומענת הלשונות שלי 'עוף ונוזל מצתים'.	Somethin' crispy and crackly, like me mouth-waterin' tongue-torturin' 'chicken'n'lighter-fluid special.'	
CIBB391	איי! אם לא הייתי מאבד את כל התרנגולות שלי הייתי יכול ליהנות מחתיכת פרגית עסיסית עכשיו.	Aye! If I hadn't lost all me chickens I could be savoring that succulent bit o' squab right now.	
CIBB392	היי!	Hey!	
CIBB393	לאן 'תה ממהר?	Where do ye think ye're going in such a hurry?	
CIBB394	אתה לא יודע במקרה איפה שן הזהב שלי נמצאת, נכון?	I don't suppose ye know where me missing gold tooth be?	
CIGT395	אר...	Er...	
CIGT396	לא.	No.	
CIBB397	אז מה אתה קורא לזה?	Then what do ye call that then?	
CIGT398	אה...זה.	Oh... that.	
CIGT399	חשבתי שיש לי אבן בנעל.	I thought it was a rock in my shoe.	
CIGT400	בדיוק עמדתי לקחת את זה החוצה.	I was going to take it outside.	
CIBB401	בטח שזה מה שעשית.	Sure ya was!	
CIBB402	תחזיר לי אותה.	Give it back.	
CIBB403	מה יש'ך ביד שמה?	What be ya havin' in yer hand there?	
CIGT404	נו, מה אתה יודע? זו שן הזהב שלך!	Well, what do you know? It's your gold tooth!	
CIBB405	תביא אותה!	Give it o'er!	
CIGT406	האם תרצה את הסוכרייה הקשה הזו?	Would you like this jawbreaker?	
CIBB407	תודה, לך.	Thanks, ta ye.	
CIBB408	אאוץ'!	Ouch!	
CIBB409	אני חושב שאיבדתי את שן הזהב שלי!	I think I loosed me gold tooth!	
CIBB410	ארררר! ידעתי שממתקים יכולים להזיק לשיניים שלי.	Arrrgh! I knew sweets were bein' bad fer me teeth.	
CIBB411	אבל היתה לה פריכות מיוחדת וטעם חריף!	But it had a fine crunch and were a fiesta-o-flavor!	
CIBB412	מכאן ואילך, אצמד למצרכי מזון בשרניים יותר.	From now on, I'll be sticking to fleshier foodstuffs.	
CIBB413	משהו...משהו לעיס!	Somethin'...somethin' chewy!	
CIBB414	טוב, הנה זה שוב קורה לי!	Well, there I go again!	
CIBB415	המלח הזקן הזה משתוקק למשהו למעוך בין השיניים שלו!	This ol' salts got a cravin' fer somethin' ta squish 'tween me teeth!	
CIGT416	היית רוצה אולי איזה מסטיק?	Would you like some gum?	
CIGT417	עוד מסטיק?	More gum?	
CIBB418	תודה.	Thanks.	
CIBB419	מממממ...	Mmmmm...	
CIBB420	זה מסטיק בטעם סטייק ממש טוב!	This is really good steak-flavored gum!	
CIBB421	הוא פוגע בך כאן!	It gets ya here!	
CIBB422	והוא פוגע בך ממש כאן!	And it gets ya right here!	
CIBB423	יש לי כבר. תודה.	Got some already. Thanks.	
CIBB424	שובב קטן שכמוך!	Why ye little scamp!	
CIBB425	חהחה. זה חתיכת תעלול מצחיק שביצעת על קפטן בלונד-זקן הזקן!	Haha. That's quite a funny trick ye've played on old Cap'n Blondebeard!	
CIBB426	חהחה! פוצצת לי את הבועה, הא?	Haha! Popped me bubble did ye?	
CIBB427	תפסת אותי שוב!	Ya got me again!	
CIGT428	מה תוכל לספר לי על 'גרים פנדנגו?'	What can you tell me about `Grim Fandango?`	
CIGT429	משהו?	Anything?	
CIGT430	אני לא רוצה לדבר סרה במתים...	I don't like to speak ill of the dead...	
CIGT431	...אבל הבחור הזה מחורבן בשיווק.	...but this guy's lousy at marketing.	
CIGT432	סלח לי...	Excuse me...	
CIGT433	אדוני?	Sir?	
CIGT434	זה ממש לא מנומס.	Now that's just rude.	
CIGT435	הוא לא ממש דברן.	He's not much of a talker.	
CISQ436	בראאאקק!	Braaakk!	
CIBB437	מה זה היה?	What was that?!	
CISQ438	זה אני, רוחו של אל פויו דיאבלו!	It is I, the spirit of El Pollo Diablo!	
